33.641045,-84.427765,-5
40.641518,-73.77816,-5
39.300888,-94.71269,-6
44.885002,-93.2223,-6
38.69534,-121.59009,-8
25.796131,-80.28701,-5
35.880302,-78.78796,-5
29.990494,-95.33686,-6
33.43755,-112.0078,-7
21.324808,-157.92519,-10
37.71281,-122.219795,-8
39.87458,-75.242424,-5
40.68972,-74.17454,-5
29.992456,-90.25898,-6
26.0745,-80.15055,-5
29.654345,-95.27665,-6
26.534056,-81.75534,-5
39.856373,-104.67377,-7
32.900074,-97.040375,-6
41.939117,-72.686066,-5
41.78703,-87.75216,-6
42.365856,-71.00962,-5
39.053528,-84.66307,-5
40.000156,-82.8872,-5
35.214687,-80.94737,-5
33.94443,-118.408356,-8
30.197702,-97.66633,-6
39.177643,-76.66845,-5
61.176033,-149.99008,-9
41.974396,-87.90732,-6
35.042343,-89.97922,-6
41.412663,-81.847984,-5
42.216446,-83.35543,-5
39.717102,-86.295616,-5
36.1266,-86.677414,-6
38.851463,-77.040245,-5
38.95338,-77.45657,-5
27.983757,-82.53713,-5
38.74997,-90.37218,-6
33.676426,-117.867516,-8
37.3642,-121.92902,-8
40.79014,-111.97911,-7
47.450462,-122.308815,-8
29.531406,-98.468414,-6
45.58999,-122.595116,-8
36.084255,-115.1538,-8
37.621597,-122.37903,-8
40.49603,-80.24131,-5
32.734013,-117.193306,-8
28.431427,-81.308105,-5
34.056206,-117.598045,-8
